project_id,is_geocoded,project_title,start_actual_isodate,end_actual_isodate,donors,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,status,transactions_start_year,transactions_end_year,total_commitments,total_disbursements
P099376,1,Tax Administration Modernization Project,25/09/2007,31/03/2015,World Bank,DAC,Vietnam,VNM,151,"Government and civil society, general",Completion,2007,2015,85371217.21,1323609.534
P143801,1,Cameroon - Multimodal Transport Project,27/05/2014,30/06/2021,World Bank,DAC,Cameroon,CMR,210,Transport and storage,Implementation,2014,2021,71000000,
P145649,1,"ONEE Support Project (formerly, ONE Support Project)",26/11/2013,,World Bank,DAC,Morocco,MAR,230,Energy generation and supply,Implementation,2013,2013,41833010.55,
P111514,1,Uruguaiana - RS Integrated Municipal Development Program,23/07/2008,,World Bank,DAC,Brazil,BRA,151|321|160|140|210,"Water supply and sanitation|Other social infrastructure and services|Industry|Government and civil society, general|Transport and storage",Completion,2008,2008,7130423.048,
P113028,1,Mumbai Urban Transport Project-2A,29/06/2010,31/12/2016,World Bank,DAC,India,IND,210,Transport and storage,Implementation,2010,2016,439166561.1,51973897.7
P006861,1,Urban Infrastructure Services Development Loan,11/06/1998,30/06/2004,World Bank,DAC,Colombia,COL,120|111|210|140|220,"Water supply and sanitation|Communications|Health|Transport and storage|Education, level unspecified",Completion,1998,2004,99425378.32,64690438.44
P086525,1,BR PROGRAMMATIC FISCAL REFORM - SOCIAL SECURITY REFORM,02/06/2005,30/06/2006,World Bank,DAC,Brazil,BRA,151|160|240,"Other social infrastructure and services|Banking and financial services|Government and civil society, general",Completion,2005,2006,746239733.4,746239733.4
P114264,1,Ghana Commercial Agriculture,22/03/2012,30/09/2017,World Bank,DAC,Ghana,GHA,311|321,Industry|Agriculture,Implementation,2012,2017,98184371.65,
P126489,1,Rwanda Electricity Access additional Financing,19/02/2013,,World Bank,DAC,Rwanda,RWA,230,Energy generation and supply,Implementation,2013,2013,61974830.45,
P005906,1,YEMEN RURAL WATER SUPPLY AND SANITATION PROJECT,21/12/2000,31/12/2010,World Bank,DAC,"Yemen, Republic of",YEM,120|151|160|140,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general",Completion,2000,2010,25553565.94,48719998.23
P035634,1,Private Sector Competitiveness Project,14/12/1995,31/12/2002,World Bank,DAC,Uganda,UGA,151|240,"Banking and financial services|Government and civil society, general",Completion,1995,2002,17100682.69,11203452.48
P103499,1,Nigeria - Growth & Employment,17/03/2011,07/09/2018,World Bank,DAC,Nigeria,NGA,151|321|331|113|220,"Communications|Industry|Trade policy and regulations|Government and civil society, general|Secondary education",Implementation,2011,2018,160000000,
P124729,0,MZ- AF to Education Sector Support Project,01/05/2012,,World Bank,DAC,Mozambique,MOZ,111|112,"Education, level unspecified|Basic education",Implementation,2012,2012,39273748.66,
P105311,1,IN West Bengal Accelerated Development of Minor Irrigation,04/10/2011,31/12/2017,World Bank,DAC,India,IND,311,Agriculture,Implementation,2011,2017,250000000,882450.37
P105220,1,Lower Kihansi Environmental Management Project 2,27/09/2007,,World Bank,DAC,Tanzania,TZA,151|310,"Agriculture, forestry, fishing|Government and civil society, general",Completion,2007,2007,3734990.753,
P044912,1,Urban Land Management and Housing Finance Reforms Technical Assistance Project,05/11/1997,30/06/2002,World Bank,DAC,Cote d'Ivoire,CIV,151|240,"Banking and financial services|Government and civil society, general",Completion,1997,2002,13406486.99,2878189.557
P095389,1,District Heating Project,20/06/2006,30/06/2010,World Bank,DAC,Croatia,HRV,230,Energy generation and supply,Completion,2006,2010,32723477.88,36564332.32
P068753,1,Dominican Republic - Global Distance Learning,22/09/2000,30/11/2005,World Bank,DAC,Dominican Republic,DOM,112|220,Communications|Basic education,Completion,2000,2005,4382436.559,4072205.076
P049268,1,Social Protection Project (02) - TRABAJAR,19/06/1997,30/06/1999,World Bank,DAC,Argentina,ARG,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,1997,1999,268129739.8,268070457.8
P127143,1,DJ Geothermal Power Generation Project,05/06/2013,31/12/2018,World Bank,DAC,Djibouti,DJI,230,Energy generation and supply,Implementation,2013,2018,6197483.045,
P095863,1,Dominican Republic Municipal Development Project,21/01/2010,15/02/2016,World Bank,DAC,Dominican Republic,DOM,151,"Government and civil society, general",Implementation,2010,2016,20426351.68,909388.2035
P065927,1,Public/Private Partnership for Growth and Poverty Reduction Project,30/05/2000,30/06/2008,World Bank,DAC,Cameroon,CMR,151|160|220,"Communications|Government and civil society, general|Other social infrastructure and services",Completion,2000,2008,26703476.41,23444281.39
P126848,1,Support for Capacity Dev't of the AUC and other African Union Organs,06/05/2014,31/12/2018,World Bank,DAC,Africa,GTM,151,"Government and civil society, general",Implementation,2014,2018,25000000,
P103037,1,Electricity Expansion,27/05/2010,30/09/2016,World Bank,DAC,Kenya,KEN,230,Energy generation and supply,Implementation,2010,2016,337034802.7,9681022.664
P146700,1,Tanzania Water Sector Support Project - Additional Financing,16/06/2014,,World Bank,DAC,Tanzania,TZA,151|140,"Water supply and sanitation|Government and civil society, general",Implementation,2014,2014,44900000,
P085230,1,Development of the National Statistical System,25/03/2004,31/07/2010,World Bank,DAC,Burkina Faso,BFA,151|220,"Communications|Government and civil society, general",Completion,2004,2010,11712352.36,11429772.1
P094007,1,MA-Rural Roads II,02/05/2006,30/11/2016,World Bank,DAC,Morocco,MAR,210,Transport and storage,Implementation,2006,2016,65886197.08,145310291.7
P120583,1,Bangladesh Modern Food Storage Facilities Project,30/12/2013,30/06/2020,World Bank,DAC,Bangladesh,BGD,311|160,Other social infrastructure and services|Agriculture,Implementation,2013,2020,216911906.6,
P056330,0,PRIVATE SECTOR DEV.,15/12/1997,,World Bank,DAC,Cote d'Ivoire,CIV,151|331|210,"Trade policy and regulations|Transport and storage|Government and civil society, general",Completion,1997,1997,49067742.39,
P068463,1,Integrated Early Childhood Development Project,27/07/2000,31/03/2007,World Bank,DAC,Eritrea,ERI,151|120|160|112,"Other social infrastructure and services|Health|Government and civil society, general|Basic education",Completion,2000,2007,51107131.88,53199797.39
P078170,1,Road Maintenance & Rehabilitation Project,30/03/2004,31/12/2008,World Bank,DAC,Poland,POL,151|210,"Government and civil society, general|Transport and storage",Completion,2004,2008,147575639.7,142418061.7
P040612,1,Basic and Primary Education Project II,30/03/1999,15/07/2004,World Bank,DAC,Nepal,NPL,151|114|112,"Post-secondary education|Government and civil society, general|Basic education",Completion,1999,2004,16316660.8,15871032.28
P117363,1,Yemen Public Finance Modernization Project,20/12/2010,31/12/2015,World Bank,DAC,"Yemen, Republic of",YEM,151|240,"Banking and financial services|Government and civil society, general",Implementation,2010,2015,12255811.01,2023722.572
P095593,1,TP: Energy Services Delivery Project,28/06/2007,30/06/2012,World Bank,DAC,Timor-Leste,TLS,151|230,"Government and civil society, general|Energy generation and supply",Completion,2007,2012,2667850.538,2405878.692
P080721,1,THE PAN CARIBBEAN PARTNERSHIP AGAINST HIV/AIDS,25/03/2004,30/06/2010,World Bank,DAC,Caribbean,GTM,151|120|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2004,2010,10541117.12,10264565.84
P132289,1,Kali Gandaki A Hydropower Plant Rehabilitation Project (KGAHPRP),15/05/2013,30/06/2017,World Bank,DAC,Nepal,NPL,140,Water supply and sanitation,Implementation,2013,2017,28157231.3,
P071250,1,ANDHRA PRADESH AND TELANGANA MUNICIPAL DEVELOPMENT PROJECT,10/12/2009,15/12/2017,World Bank,DAC,India,IND,151|160|140|210,"Water supply and sanitation|Other social infrastructure and services|Transport and storage|Government and civil society, general",Implementation,2009,2017,310489419.3,24082898.49
P146007,1,EG: Household Natural Gas Connection Project,24/07/2014,30/06/2019,World Bank,DAC,"Egypt, Arab Republic of",EGY,322,Mineral resources and mining,Implementation,2014,2019,500000000,
P122123,1,Zambia: Livestock Development and Animal Health Project,28/02/2012,30/06/2018,World Bank,DAC,Zambia,ZMB,151|311|321,"Industry|Agriculture|Government and civil society, general",Implementation,2012,2018,49092185.83,
P048204,1,Cameroon Petroleum Environment Capacity Enhancement (CAPECE),06/06/2000,30/11/2007,World Bank,DAC,Cameroon,CMR,151|322|120,"Health|Mineral resources and mining|Government and civil society, general",Completion,2000,2007,7372203.774,6314120.033
P051174,1,Health Investment Fund Project,22/08/2000,30/12/2006,World Bank,DAC,Moldova,MDA,120|151,"Health|Government and civil society, general",Completion,2000,2006,12776782.97,13743075.93
P122776,1,Central African Backbone - APL4 - Gabon,28/03/2012,31/12/2016,World Bank,DAC,Africa,GTM,220,Communications,Implementation,2012,2016,56946935.56,
P113148,1,SB: Telecommunications and ICT Development Project,06/04/2010,31/03/2015,World Bank,DAC,Solomon Islands,SLB,220,Communications,Completion,2010,2015,3319282.148,1698192.647
P074191,1,Ghana: Energy Development and Access Project,26/07/2007,31/07/2017,World Bank,DAC,Ghana,GHA,151|230,"Government and civil society, general|Energy generation and supply",Implementation,2007,2017,96042619.36,93360056.71
P099121,1,Water Sector Project - Additional Financing,18/07/2006,,World Bank,DAC,Niger,NGA,151|140,"Water supply and sanitation|Government and civil society, general",Completion,2006,2006,10981032.85,
P081482,1,Community-Based Rural development,29/07/2004,30/06/2011,World Bank,DAC,Ghana,GHA,120|311|321|210|140,Water supply and sanitation|Health|Industry|Agriculture|Transport and storage,Completion,2004,2011,70274114.14,94650107.73
P111421,1,China: Anhui Medium Cities Urban Transport Project,20/05/2010,31/01/2016,World Bank,DAC,China,CHN,210,Transport and storage,Implementation,2010,2016,102131758.4,4340599.732
P113801,1,SN - Economic Governance Project,08/04/2010,30/06/2016,World Bank,DAC,Senegal,SEN,151|331,"Trade policy and regulations|Government and civil society, general",Implementation,2010,2016,8170540.672,1727495.658
P007077,1,Rural Roads Project,25/07/2006,30/06/2011,World Bank,DAC,Ecuador,ECU,151|210,"Government and civil society, general|Transport and storage",Completion,2006,2011,21962065.69,
P043102,1,Social Fund Project (02),21/05/1996,30/06/2001,World Bank,DAC,"Egypt, Arab Republic of",EGY,160|240,Other social infrastructure and services|Banking and financial services,Completion,1996,2001,163718065.6,151483918.2
P043871,1,Rural Poverty Alleviation - Piaui,12/12/1996,31/12/2001,World Bank,DAC,Brazil,BRA,151|310|160|210|140,"Water supply and sanitation|Agriculture, forestry, fishing|Transport and storage|Government and civil society, general|Other social infrastructure and services",Completion,1996,2001,40929516.41,39166114.63
P044202,1,Pilot Poverty Alleviation Project,10/04/1997,30/06/2002,World Bank,DAC,Tajikistan,TJK,310|160|430|140|240,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Other|Other social infrastructure and services",Completion,1997,2002,16087784.39,15000988.06
P075549,1,Georgia Health Project Supplemental Credit,28/08/2001,,World Bank,DAC,Georgia,GEO,120|151,"Health|Government and civil society, general",Completion,2001,2001,3373499.973,
P050938,1,Capacity Building for Decentralized Service Delivery,23/07/2002,31/12/2008,World Bank,DAC,Ethiopia,ETH,151|321,"Industry|Government and civil society, general",Completion,2002,2008,32213859.9,29178598.8
P066051,1,Forest Sector Development Project,08/07/2004,31/03/2015,World Bank,DAC,Vietnam,VNM,312,Forestry,Completion,2004,2015,46263791.81,39940852.26
P152980,0,Ebola Emergency Response Project - Additional Financing,18/11/2014,,World Bank,DAC,Western Africa,GTM,120|160,Other social infrastructure and services|Health,Implementation,2014,2014,285000000,
P130164,1,Rajasthan Road Sector Modernization Project,29/10/2013,31/12/2018,World Bank,DAC,India,IND,210,Transport and storage,Implementation,2013,2018,165266214.5,
P095873,1,Education Sector Support,19/06/2007,31/01/2013,World Bank,DAC,Timor-Leste,TLS,151|113|112,"Secondary education|Government and civil society, general|Basic education",Completion,2007,2013,6402841.291,7437076.285
P124174,1,Vietnam Power Sector Reform DPO2,22/03/2012,31/07/2013,World Bank,DAC,Vietnam,VNM,230,Energy generation and supply,Completion,2012,2013,196368743.3,
P118531,1,Fourth Infrastructure Development Policy Loan,18/11/2010,31/03/2011,World Bank,DAC,Indonesia,IDN,230|210|140|220,Water supply and sanitation|Communications|Energy generation and supply|Transport and storage,Completion,2010,2011,204263516.8,204263516.8
P118673,1,Additional Financing for Second Elementary Education Project,18/03/2010,,World Bank,DAC,India,IND,112,Basic education,Completion,2010,2010,765988188,
P095847,1,Second Water Sector Investment,19/05/2009,31/03/2015,World Bank,DAC,Tunisia,TUN,311|140,Water supply and sanitation|Agriculture,Completion,2009,2015,31669920.77,18395973.01
P147016,1,CI Governance and Institu Dev Addit Fin,09/06/2014,,World Bank,DAC,Cote d'Ivoire,CIV,151|311,"Agriculture|Government and civil society, general",Implementation,2014,2014,5000000,
P056199,1,Third Inland Waterways,21/06/2001,31/12/2007,World Bank,DAC,China,CHN,151|230|140|210,"Water supply and sanitation|Energy generation and supply|Transport and storage|Government and civil society, general",Completion,2001,2007,124944443.5,124071531.9
P112719,1,Uzbekistan Bukhara and Samarkand Sewerage Project,04/08/2009,30/06/2019,World Bank,DAC,Uzbekistan,UZB,140,Water supply and sanitation,Implementation,2009,2019,56923060.2,5198990.909
P049340,0,SECOND ECN.&SCL ADJ.,14/11/1996,,World Bank,DAC,Zambia,ZMB,151|322|111|160,"Other social infrastructure and services|Mineral resources and mining|Government and civil society, general|Education, level unspecified",Completion,1996,1996,10641674.27,
P131290,1,E-Health Project,06/06/2014,30/09/2020,World Bank,DAC,Mongolia,MNG,120,Health,Implementation,2014,2020,19500000,
P149621,1,DJ Social Safety Net Project Additional Financing,28/10/2014,,World Bank,DAC,Djibouti,DJI,160,Other social infrastructure and services,Implementation,2014,2014,5000000,
P098959,1,Village Community Support Program - Phase I - Additional Financing Grant,24/01/2006,,World Bank,DAC,Guinea,GIN,151|160|140,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general",Completion,2006,2006,7686722.992,
P071391,1,Second National Urban Water Sector Reform Project,01/07/2005,31/05/2016,World Bank,DAC,Nigeria,NGA,151|160|140,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general",Implementation,2005,2016,226717221.1,149403915.7
P119071,1,Hubei Xiangyang Urban Transport,26/04/2012,30/09/2017,World Bank,DAC,China,CHN,210,Transport and storage,Implementation,2012,2017,98184371.65,
P125316,0,Urban Local Govt Development Project,05/07/2011,,World Bank,DAC,Ethiopia,ETH,151|210|140,"Water supply and sanitation|Transport and storage|Government and civil society, general",Completion,2011,2011,150000000,
P071468,0,IDA Reflow SAC I,01/04/1999,,World Bank,DAC,Tanzania,TZA,151|120|111|240|210,"Education, level unspecified|Banking and financial services|Health|Transport and storage|Government and civil society, general",Completion,1999,1999,1957999.296,
P107218,1,Poverty Reduction Support Credit (PRSC1),30/03/2010,31/12/2010,World Bank,DAC,Zambia,ZMB,151|230|160,"Other social infrastructure and services|Energy generation and supply|Government and civil society, general",Completion,2010,2010,20426351.68,19882387.72
P004838,1,National Health Support,16/01/1996,31/10/2006,World Bank,DAC,Vietnam,VNM,120|151,"Health|Government and civil society, general",Completion,1996,2006,138068902,105387159.6
P113971,1,Integrated Growth Poles and Corridor Project 2,18/12/2014,30/09/2019,World Bank,DAC,Madagascar,MDG,151|321|331|140|210,"Water supply and sanitation|Industry|Trade policy and regulations|Government and civil society, general|Transport and storage",Implementation,2014,2019,50000000,
P105870,1,Kosovo Energy Sector Clean-up of Gasification Site,28/06/2007,,World Bank,DAC,Kosovo,XKX,322|230,Mineral resources and mining|Energy generation and supply,Implementation,2007,2007,5335701.076,
P116194,1,EG-Giza North Power Project,08/06/2010,31/12/2016,World Bank,DAC,"Egypt, Arab Republic of",EGY,230,Energy generation and supply,Implementation,2010,2016,612790550.4,30842812.74
P129996,1,ADD'L FINANCING - MUNICIPAL SERVICES IMPROVEMENT PROJECT,10/05/2012,,World Bank,DAC,"Macedonia, former Yugoslav Republic of",MKD,151|230|210|140,"Water supply and sanitation|Transport and storage|Energy generation and supply|Government and civil society, general",Implementation,2012,2012,49092185.83,
P095050,1,Kenya - Natural Resource Management Project,27/03/2007,30/06/2013,World Bank,DAC,Kenya,KEN,151|312|311|310,"Forestry|Agriculture, forestry, fishing|Agriculture|Government and civil society, general",Completion,2007,2013,73099104.74,34452356.91
P095091,1,Fostering Agricultural Productivity Project,03/06/2010,30/09/2016,World Bank,DAC,Mali,MLI,311,Agriculture,Implementation,2010,2016,71492230.88,9611523.157
P149858,1,Mexico Reducing Inequality of Educational Opportunity Project,24/10/2014,31/12/2018,World Bank,DAC,Mexico,MEX,111|112,"Education, level unspecified|Basic education",Implementation,2014,2018,150000000,
P131323,1,Senegal River Basin Multi-Purpose Water Resources Development Project 2,05/12/2013,30/06/2021,World Bank,DAC,Western Africa,GTM,151|120|310|140|210,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Government and civil society, general|Transport and storage",Implementation,2013,2021,219494191.2,
P132108,1,Hurricane Felix Emergency Recovery Additional Financing,13/11/2012,,World Bank,DAC,Nicaragua,NIC,151|120|160|430,"Other social infrastructure and services|Other|Health|Government and civil society, general",Completion,2012,2012,4909218.583,
P148003,1,Morocco Second Rural Roads Project - AF2,09/06/2014,,World Bank,DAC,Morocco,MAR,210,Transport and storage,Implementation,2014,2014,96550000,
P148366,1,RY: AF-Labor Intensive Public Works,03/07/2014,,World Bank,DAC,"Yemen, Republic of",YEM,120|111|140|210,"Water supply and sanitation|Education, level unspecified|Health|Transport and storage",Implementation,2014,2014,50000000,
P130492,1,ENVIRONMENTAL SERVICES PROJECT,08/07/2014,30/09/2019,World Bank,DAC,Albania,ALB,312,Forestry,Implementation,2014,2019,10000000,
P107847,1,Provincial Roads,17/12/2009,31/03/2015,World Bank,DAC,Sri Lanka,LKA,210,Transport and storage,Completion,2009,2015,108671296.8,33725572.48
P152210,1,India: Andhra Pradesh Rural Inclusive Growth Project,19/12/2014,30/06/2020,World Bank,DAC,India,IND,120|220|310|160|112,"Other social infrastructure and services|Agriculture, forestry, fishing|Communications|Health|Basic education",Implementation,2014,2020,75000000,
P064228,0,REG REF ADJ (IDA REF,19/11/1998,,World Bank,DAC,Bolivia,BOL,151|230|140|210|220,"Water supply and sanitation|Communications|Energy generation and supply|Government and civil society, general|Transport and storage",Completion,1998,1998,2359695.645,
P095003,1,NG-RURAL ACCESS & MOBILITY PROJECT-Phase 2,25/09/2012,31/12/2018,World Bank,DAC,Nigeria,NGA,151|311|210,"Agriculture|Government and civil society, general|Transport and storage",Implementation,2012,2018,166913431.8,
P083051,1,BO Rural Alliances,26/05/2005,31/03/2014,World Bank,DAC,Bolivia,BOL,311|310|321,"Agriculture, forestry, fishing|Industry|Agriculture",Completion,2005,2014,32193845.4,53216413.52
P146877,1,S&#227;o Tom&#233; and Pr&#237;ncipe Quality Education for All,20/12/2013,30/06/2017,World Bank,DAC,Sao Tome and Principe,STP,111|112,"Education, level unspecified|Basic education",Implementation,2013,2017,929622.4568,
P123323,1,Ningbo Municipal Solid Waste Minimization and Recycling Project,31/05/2013,31/03/2019,World Bank,DAC,China,CHN,151|230|140,"Water supply and sanitation|Energy generation and supply|Government and civil society, general",Implementation,2013,2019,82633107.27,
P118064,1,UY OSE Sustainable and Efficient,05/07/2012,28/02/2018,World Bank,DAC,Uruguay,URY,230|140,Water supply and sanitation|Energy generation and supply,Implementation,2012,2018,41237436.09,
P143781,1,C&#244;te d'Ivoire: Poverty Reduction Support Credit 2,04/12/2014,30/06/2015,World Bank,DAC,Cote d'Ivoire,CIV,151|311|310|230,"Agriculture, forestry, fishing|Agriculture|Energy generation and supply|Government and civil society, general",Completion,2014,2015,70000000,
P145747,1,DRC: Strengthening PFM and Accountability,30/01/2014,31/12/2018,World Bank,DAC,"Congo, Democratic Republic of",COD,151,"Government and civil society, general",Implementation,2014,2018,5000000,
P125470,1,Additional Financing 2 Kyrgyz Health and Social Protection,09/06/2011,,World Bank,DAC,Kyrgyz Republic,KGZ,120|151|160|121,"Other social infrastructure and services|Health|Government and civil society, general|Health, general",Completion,2011,2011,24000000,
P146606,1,JM (AF) Social Protection,24/01/2014,,World Bank,DAC,Jamaica,JAM,160,Other social infrastructure and services,Implementation,2014,2014,40000000,
P000752,1,Seed Systems Development Project,13/06/1995,30/09/2002,World Bank,DAC,Ethiopia,ETH,151|311|321,"Industry|Agriculture|Government and civil society, general",Completion,1995,2002,30586586.92,17241686.87
P143055,1,Kosovo Energy Efficiency and Renewable Energy Project,18/06/2014,31/08/2020,World Bank,DAC,Kosovo,XKX,230,Energy generation and supply,Implementation,2014,2020,31000000,
P123961,1,Vietnam Road Asset Management Project,12/12/2013,31/12/2020,World Bank,DAC,Vietnam,VNM,210,Transport and storage,Implementation,2013,2020,258228460.2,
P130819,1,HN Safer Municipalities,13/12/2012,31/08/2018,World Bank,DAC,Honduras,HND,151|160,"Other social infrastructure and services|Government and civil society, general",Implementation,2012,2018,14727655.75,
P103160,1,Pakistan: Social Safety Net Project,18/06/2009,30/06/2016,World Bank,DAC,Pakistan,PAK,160,Other social infrastructure and services,Implementation,2009,2016,62097883.86,52615306.76
P113508,1,Republic of Congo Support to Basic Education Project Additional Financing,09/06/2009,,World Bank,DAC,"Congo, Republic of",COG,111|160|113|112,"Education, level unspecified|Other social infrastructure and services|Basic education|Secondary education",Completion,2009,2009,15524470.96,
P107217,1,Additional Finanicing to the Public Sector Capacity Building Program Support Project,23/03/2010,,World Bank,DAC,Ethiopia,ETH,151|220,"Communications|Government and civil society, general",Completion,2010,2010,51065879.2,
P144435,1,Liberia Urban Rural Infrastr. Rehab. Additional Financing,24/01/2014,,World Bank,DAC,Liberia,LBR,210,Transport and storage,Implementation,2014,2014,19600000,
P122700,1,Angola Learning for All Project,26/09/2013,30/04/2018,World Bank,DAC,Angola,AGO,112,Basic education,Implementation,2013,2018,77468538.06,
P144614,1,Cultural Heritage Preservation and Tourism Sector Support Project,19/05/2014,31/08/2020,World Bank,DAC,Haiti,HTI,151|160|331|140,"Water supply and sanitation|Other social infrastructure and services|Trade policy and regulations|Government and civil society, general",Implementation,2014,2020,45000000,
P128072,1,VN - Central Highlands Poverty Reduction Project (CHPov),27/12/2013,31/12/2019,World Bank,DAC,Vietnam,VNM,151|310|160|210,"Other social infrastructure and services|Transport and storage|Government and civil society, general|Agriculture, forestry, fishing",Implementation,2013,2019,154937076.1,
P060785,1,Economic and Financial Management Project,12/09/2000,30/09/2006,World Bank,DAC,Honduras,HND,151,"Government and civil society, general",Completion,2000,2006,24275887.64,25549134.68
P086877,1,Rural Water Supply and Sanitation Project,15/12/2005,30/11/2014,World Bank,DAC,Morocco,MAR,140,Water supply and sanitation,Completion,2005,2014,68015166.34,46038319.86
P125405,1,National Community Empowerment Program In Urban Areas For 2012-2015,20/11/2012,31/12/2015,World Bank,DAC,Indonesia,IDN,151|160|230|210|140,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general|Transport and storage|Energy generation and supply",Implementation,2012,2015,261170428.6,
P114912,1,NP Irrigation & Water Resources Management Supplemental,30/09/2008,,World Bank,DAC,Nepal,NPL,311,Agriculture,Implementation,2008,2008,14928997.01,
P125232,0,Third Sustainable Livelihoods Project,06/06/2014,31/12/2018,World Bank,DAC,Mongolia,MNG,151|310|160,"Other social infrastructure and services|Government and civil society, general|Agriculture, forestry, fishing",Implementation,2014,2018,24800000,
P144324,1,HN RURAL INFRASTRUCTURE PROJECT (AF),19/06/2013,,World Bank,DAC,Honduras,HND,151|230|140|210,"Water supply and sanitation|Energy generation and supply|Government and civil society, general|Transport and storage",Implementation,2013,2013,20658276.82,
P144185,1,MA-Second Skills and Employment DPL,26/08/2014,31/12/2015,World Bank,DAC,Morocco,MAR,151|114|160|113,"Other social infrastructure and services|Post-secondary education|Government and civil society, general|Secondary education",Implementation,2014,2015,100000000,
P106580,1,LPTAP Additional Financing 1,28/06/2007,,World Bank,DAC,Kosovo,XKX,151|322|230,"Energy generation and supply|Mineral resources and mining|Government and civil society, general",Completion,2007,2007,2134280.43,
P107612,1,NATIONAL WATER SUPPLY & SANITATION PROGRAM,13/05/2008,30/12/2013,World Bank,DAC,Moldova,MDA,151|230|140,"Water supply and sanitation|Government and civil society, general|Energy generation and supply",Completion,2008,2013,14615801.27,7589544.213
P041199,1,Social Fund for Development Project,22/05/1997,30/06/2003,World Bank,DAC,"Yemen, Republic of",YEM,120|111|160|240|140,"Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Health|Education, level unspecified",Completion,1997,2003,40219460.97,39299405.72
P105555,1,Basic Education -Additional Financing,02/08/2007,,World Bank,DAC,Panama,PAN,151|113|112,"Secondary education|Government and civil society, general|Basic education",Completion,2007,2007,5335701.076,
P122204,1,Second Secondary and Local Roads Project (SLRP II),15/03/2012,30/06/2019,World Bank,DAC,Georgia,GEO,210,Transport and storage,Implementation,2012,2019,68729060.16,
P097201,1,AFCC2/RI-Regional and Domestic Power Markets Development Project (Southern Africa Power Market Project: APL-1b),29/05/2007,30/06/2016,World Bank,DAC,Africa,GTM,151|230|140,"Water supply and sanitation|Energy generation and supply|Government and civil society, general",Implementation,2007,2016,316620501.8,95859444.84
P127775,1,China-Guangdong Agricultural Pollution Control,27/12/2013,31/12/2019,World Bank,DAC,China,CHN,311|310,"Agriculture, forestry, fishing|Agriculture",Implementation,2013,2019,103291384.1,
P066386,1,RW-PUBLIC SECTOR CAPACITY BUILDING PROJECT,08/07/2004,31/12/2011,World Bank,DAC,Rwanda,RWA,151|113|220,"Communications|Government and civil society, general|Secondary education",Completion,2004,2011,23424704.71,21698201.55
P121394,1,Pakistan: Khyber Pakhtunkhwa (KP) and Federally Administered Tribal Areas (FATA) Emergency Recovery Project,20/01/2011,31/12/2014,World Bank,DAC,Pakistan,PAK,120|111|160,"Other social infrastructure and services|Health|Education, level unspecified",Completion,2011,2014,250000000,
P094416,1,ST LUCIA WATER SUPPLY INFRASTRUCTURE IMPROVEMENT,19/05/2005,15/01/2009,World Bank,DAC,St. Lucia,LCA,151|140,"Water supply and sanitation|Government and civil society, general",Completion,2005,2009,8728613.014,10911884.77
P112759,1,Shandong Ecological Afforestation,06/05/2010,31/07/2016,World Bank,DAC,China,CHN,312|311,Forestry|Agriculture,Implementation,2010,2016,61279055.04,21030571.45
P077513,1,HIV/AIDS and Health (MAP program),20/04/2004,30/06/2012,World Bank,DAC,"Congo, Republic of",COG,151|120|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2004,2012,22253469.48,25349819.9
P078368,1,Multisector HIV/AIDS Control Project-ICR,07/07/2003,31/03/2012,World Bank,DAC,Mauritania,MRT,120|151|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2003,2012,25288463.09,26149853.3
P006206,1,Rural Water and Sanitation Project,16/01/1996,30/06/2001,World Bank,DAC,Bolivia,BOL,151|160|140,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general",Completion,1996,2001,27286344.27,23034232.92
P146500,1,Emergency 2007 Cyclone Recovery and Restoration Project-- AF II,30/12/2013,,World Bank,DAC,Bangladesh,BGD,151|410|160|210,"Other social infrastructure and services|Transport and storage|Government and civil society, general|General environmental protection",Implementation,2013,2013,144607937.7,
P083169,1,Bhutan - HIV/AIDS and STI Prevention and Control Project,17/06/2004,30/06/2011,World Bank,DAC,Bhutan,BTN,120|151|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2004,2011,6793164.367,6309850.809
P144447,1,India: Elementary Education III,16/05/2014,30/09/2017,World Bank,DAC,India,IND,112,Basic education,Implementation,2014,2017,1006200000,
P105164,1,"Second Student Loan Support Project, APL Phase I",04/03/2008,30/06/2013,World Bank,DAC,Colombia,COL,114,Post-secondary education,Completion,2008,2013,313195741.5,186341099.6
P060786,1,Public Sector Modernization Project,04/05/2004,28/02/2011,World Bank,DAC,Armenia,ARM,151,"Government and civil society, general",Completion,2004,2011,11888037.64,12095150.97
