transaction_id,project_id,transaction_isodate,transaction_year,transaction_value_code,transaction_currency,transaction_value
Dv7rcaTXPXKzsniomGJ9LP,P010480,03/09/1995,1995,D,USD,31815565.9
dTkbgw9cuuycxT4aaTiUKW,P010480,15/09/1995,1995,D,USD,139778087.1
i6YUPt7fbBW2M8XUzB6Chk,P051705,10/01/1999,1999,D,USD,255813882
VCCjYHV3hSE6G2wPJCoeZ7,P050623,28/03/2001,2001,D,USD,49722382.12
rYuNq9e4ovPa4HSRZ223t9,P050623,15/07/2001,2001,D,USD,231320593.3
J7UxsnTiwB6Li6ZDsb8rsQ,P079675,02/11/2006,2006,D,USD,104082430.1
osa7usgG2caiPFPB7aymQn,P089382,11/02/2006,2006,D,USD,58043262.91
sbwamTq6RPYdp7jvcj8d9F,P089382,14/09/2010,2010,D,USD,10213175.84
EW3Wjr8EQSN6iJjs3G8w9R,P046832,14/12/1997,1997,D,USD,92768563.83
yCPqFGrkC3A8Yq22Whaaaj,P088876,01/12/2008,2008,D,USD,1573016.017
BwhAojaNnCFMw4GnvNkryf,P088876,31/05/2010,2010,D,USD,510658.792
tnc6v8V4sGukMFWgHTs6L5,P054937,20/12/2002,2002,D,USD,51639427.86
JC34WeC62Bc2VbtZTgsfSR,P039086,05/06/1998,1998,D,USD,48146339.53
jnfv8XqBBgfXkArabRU8JG,P071308,18/05/2001,2001,D,USD,14945767.43
eApEBd4c9LrLaABEgP5qrL,P071308,07/03/2001,2001,D,USD,47900446.38
YbVtPMwgLHFsV5nXipBNtj,P082167,22/04/2005,2005,D,USD,33929033.79
Uv5RJMYSj2xbZwjssdFNxa,P058128,11/06/1999,1999,D,USD,131838619.3
Nd5AFU44UhGMAyxS2AHRm6,P073427,28/07/2003,2003,D,USD,32291694.63
XEHEEGMPxfjSvTTjgS89re,P076802,20/12/2003,2003,D,USD,35282323.26
v23yWs5BTgHo7VZDhrQWeR,P009073,01/01/1999,1999,D,USD,198224694.1
VfZqxtH4dituC9rAJ8S86H,P096962,15/05/2006,2006,D,USD,112835943.5
wpGK7N6XPhGmZbgQzCpNhE,P036041,10/09/1995,1995,D,USD,34757485.14
DvjDvKTNAmqNjdzkxDTg49,P036041,19/03/1995,1995,D,USD,31266653.14
Paf4daC7aCNADMivDZ2RaD,P080400,01/04/2003,2003,D,USD,120421252.8
gxnUWA7Z6Cgjs5A6QadCPC,P007173,26/11/1995,1995,D,USD,50104668.04
KkHDQSEG8x4obS8VTpdrvH,P007223,12/12/1997,1997,D,USD,44241407.07
maokp9bfQ2krVZGZorzL5Z,P085561,17/04/2006,2006,D,USD,982132.5967
oZaCwDRfhxd7ZfverBiy6R,P077586,22/03/2002,2002,D,USD,19537922.84
gfF9XkJiihyngp9MVAVDd9,P001563,20/10/1995,1995,D,USD,30656297.58
jVpQFQv4rw97eoL7r5G7GM,P055158,16/05/2000,2000,D,USD,9514143.279
HRPR9QiSzn69AT5DucYBXW,P046648,19/01/1997,1997,D,USD,13858067.12
UJGhgjMDZCFa89ERfDDpjg,P083080,19/03/2004,2004,D,USD,144898466.5
8AyahBHX8ifmnj6e7nD7AW,P083080,09/02/2004,2004,D,USD,31071003.85
3zWuge9noGLv3CgH63DJ3B,P004841,15/09/1996,1996,D,USD,60878835.21
Lr36hGoVzLuZBf9Sp7fzFA,P004842,13/03/1997,1997,D,USD,232759686.8
4qfP9XC9xtsAu3ZQMQQbYT,P078324,17/01/2006,2006,D,USD,35184990.58
cPT8yFudpL7YCd2YSnPJy6,P078324,17/09/2008,2008,D,USD,19009956.28
P2uJ64Rrj9rpkdeJMt89gb,P078324,08/04/2003,2003,D,USD,78182787.37
KgwwyrExcgffxwUa9GjNXU,P007490,29/03/1996,1996,D,USD,37004568.36
pvdmsrawo9kUnq4j4AbM7f,P090673,03/12/2008,2008,D,USD,2393650.048
X49sMWXeGaUGxoJM29FAUZ,P090673,21/03/2006,2006,D,USD,8723368.939
8SeAPJeZyH8hktfvBLEFiF,P090673,25/04/2009,2009,D,USD,10097640.82
uSvSZerxYjUXG8Bh5u7nkP,P090673,10/02/2006,2006,D,USD,8723369.049
dQssQXY6q3J2dKsZRjWm9G,P075979,01/12/2004,2004,D,USD,6119572.12
epF3rtD4qhepJY727mJjrb,P075979,20/01/2010,2010,D,USD,1164522.599
9F7EUCBgPTrVzF8TRsnFoF,P075979,07/05/2004,2004,D,USD,1967344.228
2S6wpy696NxvyHrwUyRp3a,P006880,25/05/1995,1995,D,USD,65054926.43
xrbabmmWLqxaU5k4CXaJtC,P037827,01/07/1996,1996,D,USD,22582146.82
CFPxZYGoLYFDL9f2PmYn4H,P069934,29/08/2004,2004,D,USD,36891509.25
WUD8cc2uhgeHKYJYVaUfYH,P069889,03/08/2002,2002,D,USD,87385320.56
DsKCBVdxR3pFj2yezeafDa,P069889,01/02/2007,2007,D,USD,19760526.66
Hi9HPTcWSzfUL5WJSMpR2i,P069889,25/02/2010,2010,D,USD,13853962.66
9zFuPoKA66DHSob9GVCtYm,P040985,17/10/1996,1996,D,USD,135168892.4
6dXeaqJFCCe7hzemHErhvF,P001875,18/01/1997,1997,D,USD,22986324.67
E9j8ZKPPqNiz9Dw7YxufAL,P042720,13/07/1997,1997,D,USD,41509046.17
UX3FbUceWaWKSriyc7jMzH,P059663,20/06/2003,2003,D,USD,238878078.8
pWyh74SZippaA3KJWi2gPC,P115958,21/06/2009,2009,D,USD,103184868.8
EA9f6RapAoDUeMJeb2v7we,P089244,27/11/2005,2005,D,USD,15943699.11
SV8XmtnsTbw3thEw6nrBAB,P089244,31/01/2005,2005,D,USD,2978011.218
LJvN9vvFkLW88sBw3fSrJk,P122640,07/10/2011,2011,D,USD,50000000
d5ViUZEhjKcaSQXaJVtyQW,P071272,17/06/2003,2003,D,USD,203577178.5
cE38RostVbCshgsjDHoqyD,P071272,29/03/2007,2007,D,USD,71691938.89
sZLTRfRDZ5oeEnVbDR5KBH,P071272,21/03/2009,2009,D,USD,101058377.1
SBhbEqMh76nkGvrLEXmxf3,P035312,03/12/1995,1995,D,USD,5706167.826
pA2tEKLr3DSn6cJdLv4EUJ,P035312,16/12/1995,1995,D,USD,60931253.3
GsbtQyRuYWTPFTaR69w6hZ,P081172,07/03/2003,2003,D,USD,13850630.96
SVNcn7NNSKs48MrBCBqba,P081172,01/05/2003,2003,D,USD,654258.0714
ovaq3FoHZz8LFMRXdDeMDo,P083180,12/04/2004,2004,D,USD,23836689.6
axDo9MSqKw4T8VTNPYDzSo,P077826,03/06/2004,2004,D,USD,5625782.366
MopissgbtkJxezmFrTJnP8,P071505,12/05/2001,2001,D,USD,31217008.94
nfjiBJU2syQ4gxY4rhUNTj,P081402,04/03/2003,2003,D,USD,30599762.87
tJjWYMq4UfniZa9kQ4ZpTZ,P045091,09/02/2000,2000,D,USD,15045367.79
yjbvNBgsLc55rZSptNoAca,P045091,08/09/2000,2000,D,USD,28273006.33
Y6vSNJEfPbAgZd8fQHQwp,P045182,20/08/2000,2000,D,USD,22166441.67
NBF6DZzieBNDWGdYy8896L,P045182,06/04/2000,2000,D,USD,3676932.207
QC3xjTebhH38RrhRLuHZR3,P070920,08/09/2000,2000,D,USD,68260651.2
fJKhDTxkQ2LxYXMmcojGwF,P078565,03/08/2004,2004,D,USD,119758035.7
HXUdHAiDpTYvxEyZUWiudm,P055068,09/10/2001,2001,D,USD,38152997.61
cJm35AKrfxGQGZAk4pV6yP,P055068,31/05/2005,2005,D,USD,8828342.734
yL4chtUrCKaJupY6deCKDE,P055068,29/07/2005,2005,D,USD,5950245.115
sHnLc5qY6d5u7namBoH97f,P114822,26/03/2009,2009,D,USD,9327343.923
n2JvCZgJNAbR6GGK8q9jQD,P066069,07/02/2000,2000,D,USD,4476275.271
gaNUArL2npNvhZKkmvRJT7,P069501,27/01/2001,2001,D,USD,3968860.246
nDLcK7p3MKrH5KBABq45dE,P069501,22/04/2001,2001,D,USD,2111496.123
jxPVtV6v9iDwbKNdnfbNwV,P069501,31/12/2003,2003,D,USD,707845.7577
FNMkPuUiTZRoUfFr8T8NMb,P069501,10/07/2000,2000,D,USD,133647760.2
CtWq3VEToTjYRyXBVxADv5,P035608,20/11/1997,1997,D,USD,36188590.85
F652JM4ycUUSsGL355Pn3h,P078891,04/07/2004,2004,D,USD,26889177.72
drkRKN237wZn7y22cZyetB,P118150,23/12/2011,2011,D,USD,7710088
G6nia4VPany4VLbwPJGkp4,P074212,16/03/2001,2001,D,USD,8214020.386
74398CNcfXKHvLmEGnLdJV,P074212,19/01/2001,2001,D,USD,35772795.16
jsrvJz7ndSR79wLBkU8N2X,P048026,12/04/1997,1997,D,USD,23584749.44
hKpmneAnUSUpXvXxvBa3VL,P069771,13/08/2000,2000,D,USD,114991046.7
8rpvA9uB7x8TaDPNFWngDA,P039251,29/10/1999,1999,D,USD,31197455.46
sPMfsg7HrPMbkQodponZwD,P049719,03/03/2000,2000,D,USD,12803259.91
VdCQt8Av8ppQpKEbrgdxEP,P107335,09/06/2009,2009,D,USD,10391906.99
BhhQBWnwVm5bbzMqHbVJzj,P107335,09/05/2010,2010,D,USD,7102365.038
dtjj6rgFvhjXzcNFNnf7ZQ,P089011,05/05/2007,2007,D,USD,17509887.06
VSKaoYdPPX7VUDZDq4ynWQ,P113084,22/12/2008,2008,D,USD,156597870.8
YGBzgno2s4WC3hPR2nDkU7,P042540,25/08/1996,1996,D,USD,25625631.12
P8wvk8fzbkYsMzQ8wJs44A,P049172,02/11/1999,1999,D,USD,33068761.46
6AgStMtPhBTufoF6hhSqL8,P120470,31/08/2010,2010,D,USD,510658792
nqHbbA3jme8pnTKQXpTnoT,P099832,09/03/2006,2006,D,USD,5976421.471
KsRg4Cn5QQh8RNpmytuvZn,P094205,14/06/2005,2005,D,USD,49464851.47
gbrniMCKew2E6yi7buBgzJ,P094205,08/01/2005,2005,D,USD,31647965.04
iditd2y6UDgagxzyQgm3MG,P064536,08/01/2001,2001,D,USD,13283751.77
Lb7ELDiP8n3SNuUmkpQ7PN,P083627,26/05/2004,2004,D,USD,20593477.78
jWicbw6wv8GiGDiAUrRvrh,P008499,14/11/1999,1999,D,USD,124784136
PynkCL89p39qQcipe8QQqH,P065834,31/08/1999,1999,D,USD,65014975.38
FxSiZ885NhtoYzjva98WhV,P062837,11/08/1999,1999,D,USD,65222340.22
7t6QDGA4dMga3sbULncbbi,P076808,23/09/2003,2003,D,USD,108654551.4
PFfmJeeCdfryk9TTUi4K8C,P076808,10/05/2003,2003,D,USD,45740335.41
ZbnVUVC2vUkzZifR8Mh5Bk,P044531,02/04/1998,1998,D,USD,397701513.3
juJSPMMKGTncEM4QJheK36,P046837,29/04/1996,1996,D,USD,257701.2671
VS65c49PcwXeQazo9AGAeA,P046837,27/11/2001,2001,D,USD,1763958.831
rxJn279RZFJtCxL4oRm4Xf,P046837,13/08/2004,2004,D,USD,4128205.611
2UEgMoTgFJXr4dXLRzpidQ,P046837,25/02/1996,1996,D,USD,13434492.19
xmpqV5ctYHRT6B6VASE3sa,P046837,04/09/2001,2001,D,USD,5141514.001
bPm8xXasYW2Kk8e5QtA7Eg,P035643,10/05/1998,1998,D,USD,26502716.89
WTtSAQgdEmd8uuEkvyYu96,P035643,22/06/1998,1998,D,USD,2843773.645
saNGRzWwwHGkWM5JheUPnW,P083351,14/08/2005,2005,D,USD,145066505.1
aGiQNtcCJGtpU4FX9VUZbd,P083351,10/05/2008,2008,D,USD,8767171.288
VsAWnY5buNcedBdXPcehw3,P083851,13/05/2004,2004,D,USD,9283041.293
qFGEs3DASkT8JgGEvgzauR,P040123,25/11/1997,1997,D,USD,245338711.9
BUabUt4b6aGeB9ypr2UQAM,P056236,11/04/2002,2002,D,USD,61476831.87
F4mHwNxWz3owjJM9tJACDi,P114069,03/12/2011,2011,D,USD,15375000
XGgmWT5FYarkLH7rG23CLQ,P083979,17/12/2006,2006,D,USD,32625056.75
wZix38xJpDVTSRGTfcwoBL,P069939,29/01/2000,2000,D,USD,11270456.54
XURuV9C2LDYwDBrJo6jCFK,P055156,21/12/1998,1998,D,USD,6166215.901
rcuXF8MghFJ9TP9wDEBzfk,P060270,03/08/1999,1999,D,USD,6842957.061
qK5GN6FtFpDTo8JUa44jGe,P049200,09/05/1999,1999,D,USD,12638743.16
WpoZLyc8gDf4USakEBGz68,P057378,09/06/2000,2000,D,USD,25629212.72
uGk5kUrMVCUtuUZn8x3jJj,P057378,16/09/2000,2000,D,USD,37613469.17
mxpcGjpYJSRZMfG3mKCN6G,P057378,10/12/1999,1999,D,USD,125153535.4
deD2KwqbgmynLrcYjzbtqd,P095759,05/11/2008,2008,D,USD,100411253.9
Vxh6PzE9PDLChCocKh8vui,P107288,06/09/2009,2009,D,USD,65235561.6
aUaLZDUz87nKYTzUGBRe8e,P073603,28/10/2003,2003,D,USD,15635972.81
tcqvY8tNJjttk8gaZxmfVn,P077712,04/10/2002,2002,D,USD,8668931.793
Ek7WKwBK66puruCExrPMFn,P077712,17/05/2002,2002,D,USD,7302313.907
ndvAda5kSbC6zici3qLw85,P069165,31/08/1999,1999,D,USD,32177525.48
uwQVpUdUHmTRyrE5CyNLB4,P071454,24/04/2002,2002,D,USD,28085640.19
f3SbzcB7YqtVjw4otrnvN9,P071454,27/05/2005,2005,D,USD,36218190.83
p2sUDM2az4ri75anwgNvqJ,P038391,13/10/1997,1997,D,USD,6504523.443
PTFfYaXp8p6tVKNtCk4cbU,P003635,07/03/1996,1996,D,USD,25747121.65
VaeqtgncovdEYca5hZdCpf,P003635,16/08/1996,1996,D,USD,13628398.68
TewonQCAoZGJrHYdwVoKb5,P086874,27/08/2004,2004,D,USD,74095714.2
dSCXzY8wcpaJ3nWTxKmE9R,P086874,23/04/2010,2010,D,USD,13909822.14
6eLtAT8deCwpSREzc7hdNf,P086874,26/09/2011,2011,D,USD,999999.99
5j8DgwAhWDHd5jkRGdkR44,P079906,04/10/2009,2009,D,USD,125047541.7
9iQbGeVW35yh8oQ2crnumP,P102732,02/03/2008,2008,D,USD,18329938.57
fHcZNkKdTF95pqKHkqA547,P055157,27/03/2000,2000,D,USD,106854545.6
WRAELnwUiGmXAde2c9aYDM,P008556,27/04/1996,1996,D,USD,13405399.03
EEHdnjzJeXueV4nPpCKbFL,P049724,12/03/2004,2004,D,USD,8175171.113
yBrSajhETufedkNGA6RL8A,P083350,31/08/2006,2006,D,USD,40860972.89
bgRC7adA2Y42M5CNLafBPb,P055974,24/12/1998,1998,D,USD,32300511.83
jR6kFsuVykLByyZacfVtW5,P037088,28/10/1995,1995,D,USD,25612954.66
Jd6NBuct5b5JmBJfM5mxvk,P084035,05/08/2005,2005,D,USD,14197668.78
ERUw8WReBBhDQ6WUT7nHDf,P084035,16/02/2010,2010,D,USD,2141300.575
9C3reQUuyZD5YBH8tVk6uR,P069861,02/07/2002,2002,D,USD,190578178.8
BSZyLNJVyHe2bEq7CgQyd5,P035173,01/07/2001,2001,D,USD,551197096.9
7qcy8BkQ8Yt6GtkrzRt3vf,P046047,15/12/2001,2001,D,USD,66871957.88
XwYKbKiRMVdvgHAJttNHY8,P049894,01/07/2000,2000,D,USD,6977448.186
vLGjKi3rKzr5T9PU6MaEvB,P006449,16/06/2000,2000,D,USD,173764248.4
889bWDniixedfqCWTeyuuj,P006449,27/07/2008,2008,D,USD,81937650.87
TSgHvqR8xkS3mbzyHnJngb,P122847,26/05/2011,2011,D,USD,9948864
6ATNyrMQjqpZRrx835canK,P083013,01/12/2004,2004,D,USD,97964290.41
yWmRqzkbXu8gU5CCmt7axH,P096198,13/05/2007,2007,D,USD,8394146.531
uyNAKyKqMqBTew2qCZRLWH,P105637,24/04/2007,2007,D,USD,640284129.1
HsfEi425bxkeUo2NARPsbU,P048657,24/09/1997,1997,D,USD,20856631.34
H3Zh4FP69eX3Ux92vdWMcg,P051859,14/02/2001,2001,D,USD,115876565.2
hm2LuKyJjEhPzdFvxC2fjS,P087843,22/01/2004,2004,D,USD,5415671.924
7bSroPHUMkppyWYJfT6Ef9,P074881,28/04/2004,2004,D,USD,7333230.046
snTtS8wD9xr3VE2Co7uddP,P100620,02/12/2009,2009,D,USD,29695366.19
5a6DS5e55yyebqP6ywPWxS,P080258,04/06/2005,2005,D,USD,47194174.28
qBNnXPCPLjQDCzW3nPQdCW,P076185,21/10/2004,2004,D,USD,70350422.58
8MXZMoaaTvxUWpQTHdAfsc,P044832,23/03/1998,1998,D,USD,211667355.2
JjgUEVHRbJxPriex36bjGZ,P058038,10/09/1999,1999,D,USD,5559514.015
q6mzjzxdAmMe9Krp4qo6d8,P058038,25/03/1999,1999,D,USD,1070423.23
onnyAzgVugvbhGEeyxWQzJ,P070917,01/09/2001,2001,D,USD,5125413.76
JVi347EMccLHitZ7B3WCqb,P052202,31/03/2001,2001,D,USD,49413011
6xG9o6gTjCvBYqhLXuSFb7,P112761,28/02/2008,2008,D,USD,128999637.2
QVWcmjptEJEgVfEGiigm9L,P088448,21/07/2005,2005,D,USD,617035.8562
owabr4rL3Ts6z2eTNiekJ8,P088448,01/11/2005,2005,D,USD,345102.1865
Riinmxizd97DmHAqbdd8ab,P088448,29/09/2005,2005,D,USD,343983.5411
SkLRGCVKijtJSU2fkU3FUD,P088448,15/12/2005,2005,D,USD,281560.3663
fSRRFqnthAsxpht6wUWnS3,P088448,29/01/2005,2005,D,USD,664656.9016
Unq5Rfz8PQ652yJVuYwqSc,P088448,01/12/2005,2005,D,USD,307961.1559
8zKKFFZRxgWKxSCLszGDoT,P088448,11/07/2005,2005,D,USD,282132.3399
AJG23ZcuH2scmroPB6VQbR,P096572,23/02/2008,2008,D,USD,149993832.4
KJA2ezGw7kExEWw7p8y2rU,P064913,10/02/2000,2000,D,USD,5414224.007
HVEMMKSCJMRSKJDm7jKkRf,P064913,24/06/2000,2000,D,USD,8671740.745
aXLhWuKk3XUmEHwvUkPypm,P064913,05/01/2007,2007,D,USD,9064489.631
NXhjBgF3pDtNu8gvCA95od,P085124,10/06/2006,2006,D,USD,9959718.123
JUzdKozAYNMDGXfmeaMFxg,P089926,09/11/2006,2006,D,USD,19244304.75
zsvbjnzJWZDMcBTAfaf7g9,P087011,23/02/2005,2005,D,USD,23263162.23
yUaSUwLxQPBJmorGTui2gB,P087011,30/05/2009,2009,D,USD,2105422.139
buPa29haBZJUp8DRPunSaD,P117871,12/08/2011,2011,D,USD,286907.2
T4pqZbyZK6WhMdLsBy5wgm,P117871,15/02/2011,2011,D,USD,250000
Yk7baGaU5qLD48o6WXykJG,P087224,28/04/2008,2008,D,USD,44044634.3
ohXPmrdTxssxpGYHNXhqGe,P071244,19/01/2001,2001,D,USD,608632185
39gaxg252eaqY6Lqe6wSwW,P077452,29/05/2008,2008,D,USD,3718645.251
2MNQxJk8nFxG3Sjeszgtwh,P077452,22/03/2010,2010,D,USD,255329.396
5xUYwN5Yy7tp4q5CCsPZWJ,P094063,08/02/2006,2006,D,USD,205582518.7
3CHevQ4MsEXciz2e6cvBr9,P087641,17/09/2005,2005,D,USD,22451613.04
ddKFsSkHhFFhGdVruXXjrW,P090656,17/02/2005,2005,D,USD,22295351.11
g2HV9ExUapBhGc57C4nVWV,P039016,17/07/2000,2000,D,USD,175876195.7
YgsHtKLcabBqzvbY84TFYQ,P039016,28/06/2000,2000,D,USD,2667178.999
MnkSWvLgCBP83b2asrPaUC,P039016,29/10/2000,2000,D,USD,39174191.54
hWivAC7uKgZXwD8zCLXv5i,P039016,01/03/2002,2002,D,USD,8412018.022
Ty2ukxFykPyVzh785xTTyS,P118540,09/04/2010,2010,D,USD,8819455.348
C2LHeVx5e2QPpqT8Qvitg3,P050892,23/06/1998,1998,D,USD,6685689.919
ZmnJNnijA8ecvVcNPTa2dm,P000111,28/01/1995,1995,D,USD,51789999.6
so4TK3PWyaYy9gTRuv6ycM,P100342,02/08/2007,2007,D,USD,16666555.33
W5KQJwr635TD8Mj5R6dkHf,P119043,13/03/2010,2010,D,USD,96585368.77
J8oCfVQySWiurkVFY4rVoR,P119043,05/02/2010,2010,D,USD,32876583.64
FLQEwJFbMBE8GWHF4Jdzxe,P050439,10/03/2000,2000,D,USD,21645265.4
NjjSx8TTDZehuzkbip6VGk,P050439,21/05/2000,2000,D,USD,18292126.78
v8auXJ6m8wFnDGpDb5982X,P058129,05/12/1998,1998,D,USD,11842038.81
4g9z7TLvST528HBtu2zBMK,P051034,12/12/1997,1997,D,USD,6709868.11
hCEwmmo9pdEw4yk8gJyPMb,P064886,27/03/2003,2003,D,USD,13104910
btwZXmKoDrMZYDXEBHBfdc,P064886,29/04/2008,2008,D,USD,10997808.82
zz8n2a5X22rcCfJcvWYw7N,P115592,15/10/2010,2010,D,USD,13793133.7
PgyXMSJ8qLQwsh8dETScpA,P112943,06/04/2010,2010,D,USD,300108.6365
HU3EPpWP2gLFCyQgMhpZ74,P076183,03/03/2002,2002,D,USD,4372396.376
ReTvBXSqVxa4V5XkdEbJpZ,P089898,25/09/2007,2007,D,USD,38949678.18
kYC2Pc9cxkyPvHcHCRnFsg,P106684,03/01/2008,2008,D,USD,81267799.41
LVyfXpWY38R5bkksBSSEhg,P050751,22/06/2000,2000,D,USD,86716796.13
K4axPRa7bZRzwEZdLhCrgF,P101160,05/06/2009,2009,D,USD,23015720.33
Bv5VwsFYrEu5HGcQivf3TM,P036060,20/05/1996,1996,D,USD,31408263.62
Ayzds83FvPZDTo3VwBz4NG,P036076,10/08/1996,1996,D,USD,409295164.1
XBUNesFUXfgdZfKY96CHRm,P112635,25/03/2009,2009,D,USD,12008685.13
R7minbrYvS3TpJd5bb73QH,P051171,14/08/1998,1998,D,USD,84052335.03
UhzcSv2QfG3f8DnDsbN2Dj,P082976,26/07/2004,2004,D,USD,55460028.53
hR4w9omyGapp3MJzx5Tvyi,P082976,20/11/2008,2008,D,USD,30072355.75
37SNdnKDLZBzyPDv38ktMh,P055684,01/06/1998,1998,D,USD,6342374.79
iSYvgL8UVr6JnDh5owt9ZJ,P039754,28/10/1995,1995,D,USD,31173804.4
X95zQ7Ujh2sRFwewfhJdRE,P073002,17/01/2003,2003,D,USD,120219863
gD9TUqVXEVR7FZhKX7DJTW,P113492,21/07/2010,2010,D,USD,255329396
3n6rqGhnFsjMH6EEVckq6d,P113492,06/04/2008,2008,D,USD,208797161
dxbXX9oYTTzxmDaVcpwdGQ,P082754,25/12/2004,2004,D,USD,50431468.22
5SbJitRVkEcQjShkqjfz94,P089989,12/06/2006,2006,D,USD,6927392.488
Sz6fkonCPpZv8Wo7ZTA69F,P000957,30/07/1996,1996,D,USD,122800679.3
xdtTWXqPzNx2WHdxF8JQEG,P101434,12/01/2008,2008,D,USD,24515901.34
jCghKkmxdCRwMnMvWvXB8W,P065189,03/01/2001,2001,D,USD,61742657.38
ZEWd5cCM2Aa2YNZPrwJjdF,P117000,24/11/2010,2010,D,USD,4595929.128
z5bnwoc6B2WPV8QbDwgt9Y,P117000,25/12/2010,2010,D,USD,3597117.298
sniCRB6kSnWGSPxedWVN6K,P083235,27/03/2004,2004,D,USD,7155610.231
q6MpCNUHcHumQkZToVmYS5,P003596,05/05/1995,1995,D,USD,3802633.527
oQjmYqvcqoRFF2kZhfvzWZ,P003596,22/02/1995,1995,D,USD,148871970.1
JXd3cFPq77RWYgry3LoxTD,P003596,13/04/1995,1995,D,USD,132564359.4
AVpyfZykxiL6i35Kxhsdih,P076853,09/01/2002,2002,D,USD,4333680.149
yfCHw9MbrbfBUtWgbcnftC,P110191,27/10/2008,2008,D,USD,782989353.8
MyeBZjTe4Gcye34uNEv84m,P039983,22/06/1997,1997,D,USD,26812973.98
KFQjoAnoCnD768S2UmzabV,P039983,01/09/1997,1997,D,USD,26765107.29
RcCu3kcHts3C9P95bABca8,P050762,03/10/1998,1998,D,USD,82854481.93
XqAGe2nveqjzexKJyGVyxi,P087152,03/07/2007,2007,D,USD,30947066.24
mkqCaeSgGFkJzqbfyydApT,P087152,08/11/2008,2008,D,USD,36430565.67
VKcyndQixMCAomvEzx2yGX,P087152,03/02/2004,2004,D,USD,87986118.99
j9L2UR3VQPNwdssNmmmbZT,P008485,26/10/1997,1997,D,USD,14952461.95
Xc8juR43Hw8wPBZpiZM9XA,P069120,28/09/2000,2000,D,USD,14785402.95
7WqMhoAvU33tDKYvYJMmuW,P007015,25/06/1998,1998,D,USD,39770151.33
4DWcoPAmPKkEF49tV6Yund,P113036,17/05/2010,2010,D,USD,30480206.21
vCVirQ7eFyvQuMyUtftqwZ,P124939,11/05/2011,2011,D,USD,500000
TzVJExKykmtV72HQyQawCN,P118610,05/01/2010,2010,D,USD,5487297.848
sgMeb6aoPaQSokoMZg4yXE,P100935,22/01/2007,2007,D,USD,3450025.162
adNh9Xc8cqNBKcEDxnXQeM,P109575,19/09/2007,2007,D,USD,10632955.38
XoLk7KFYJJcDurcdc9aWvB,P096556,25/12/2008,2008,D,USD,40147274.93
Gc4wqYk62FP9NSLXdMrtqA,P096556,03/05/2008,2008,D,USD,15723035.02
KyGQvy42Kj7DJGMKiuosFN,P112446,25/07/2009,2009,D,USD,31545439.97
FH5r9pW48GP6tFXxNEiirg,P112446,24/12/2010,2010,D,USD,17149116.53
xn4pkXeMW6V3dXWjGK9obm,P069479,02/12/2002,2002,D,USD,7281496.376
mNj4XPw5Yrpw4X3KP5DRGQ,P101829,23/07/2009,2009,D,USD,45601360.74
kUHSih83Hf46zehh4YD9sk,P003253,04/03/1997,1997,D,USD,7491193.6
ZqEHsoMgvdx94L2dmMYuyX,P087716,03/03/2008,2008,D,USD,6233048.993
xdXzzHNfRnRe37AktBfdwk,P120321,01/07/2011,2011,D,USD,180000
NhQvFF8SaTPeMP7xpTedJL,P084977,14/10/2005,2005,D,USD,17205705.93
2JC4XJgUtyE4TKoRdkvx25,P084977,10/10/2008,2008,D,USD,5958142.203
k3RJpxBrCNkrfnXviMZVST,P004907,20/01/1995,1995,D,USD,35362391.8
7phWMgDYRJDUDA72LyFYta,P004907,22/03/1995,1995,D,USD,119684796.2
pG9UfHZoUYumjAxPjkFZkb,P001808,01/05/2001,2001,D,USD,7381301.429
qNKeu7yMw8JK8AR6xxF9Gn,P001808,16/02/2001,2001,D,USD,15265792.97
eYGapZVmvpruczBz3684f,P117278,03/04/2010,2010,D,USD,93852006.2
S48AXD7GCXQtq34RBrtN7H,P084790,21/02/2005,2005,D,USD,258347614.4
vsgYEA2S6UB4BFD9bwWzaL,P122370,04/09/2010,2010,D,USD,41108032.76
UqnZ4wL3NCW6Nq9vFUP3E9,P007726,28/06/1997,1997,D,USD,1082096.192
TrpzNdHfYFhcHCvSv63G8h,P041741,19/02/1997,1997,D,USD,13074912.39
PfTYMU2MFRHq4Qv753hGiZ,P002972,27/03/1998,1998,D,USD,103462229
5cSuUCcDd7mhp5T4sxTzen,P002972,21/12/1998,1998,D,USD,97713193.76
VNt2MrCAuwvx3Rb6JbuMqS,P045499,09/04/2010,2010,D,USD,1608575.195
QDwmrTThiSQjXNvBx53TK3,P045499,23/04/2000,2000,D,USD,63883588.84
izyfEZb44i8QpzkKAkvJGZ,P000309,28/06/2002,2002,D,USD,6054804.973
LJg8R2cacG2cD8ghPcXija,P000309,14/07/2002,2002,D,USD,26334545.19
dGpccsgutE7WR4SbZ546sn,P000309,21/11/2008,2008,D,USD,1656241.699
yxXSZiWdFNFau5WTqyxR6h,P092837,08/12/2009,2009,D,USD,33041937.14
xNXeFJEv2KbBioy3Vp8pDe,P004003,21/12/1996,1996,D,USD,8181111.146
83xKDT7dcQg3tAejws3B2h,P004003,11/07/1996,1996,D,USD,30624077.85
GQUETrWbneLHCNPx6tXPHC,P050576,23/10/1998,1998,D,USD,4818556.413
MxiWVv9p7qVatTVN2g6rEm,P082621,12/12/2005,2005,D,USD,11626441.11
